10042,Carrol Brewer       ,4091 Shinn Street,,,Boston,MA,US,02110,0000,Carrol.K.Brewer@pookmail.com,951-377-6099,673.00,NW181 ,ES,4701439D,370000050273921,American Express,0717,5933,
10044,Esperanza Carrillo  ,2824 Better Street,,,Alberton,SA,AU,5014,0000,Esperanza.C.Carrillo@trashymail.com,(07) 4534 8023,18735.70,SE403 ,IT,UOUAXX01E26F369F,6011540000000066,Discover,0117,5443,
10046,Sharon Roussel      ,3972 Saint Clair Street,,,Albignasego,PD,IT,35020,0000,Sharon.M.Roussel@spambob.com,0364 1853715,90.30,NE370 ,ES,6263155W,30000002468506,Diners Club,0916,5142,
10047,Calvin Shupe        ,3335 Willow Oaks Lane,,,Albosaggia,SO,IT,23100,0000,Calvin.M.Shupe@spambob.com,0331 4473271,0.00,NE373 ,IT,RHFGBS20R46E848A,4111940000000112,VISA,1011,4199,
10048,Amy Langan          ,2033 Eastland Avenue,,,Albuquerque,NM,US,87107,0000,Amy.B.Langan@trashymail.com,305-827-8912,298.83,WE352 ,U.S.,022867951,370000005230455,American Express,0213,688,
10049,Zachary Cyr         ,4873 Bloomfield Way,,,Albuquerque,NM,US,87109,0000,Zachary.M.Cyr@mailinator.com,701-744-4494,304.00,SW145 ,IT,OAUOXX06R62E386T,370000048875266,American Express,0512,2707,
10050,Linda Young         ,1907 Chapel Street,,,Albuquerque,NM,US,87114,0000,Linda.D.Young@dodgeit.com,870-730-4055,1820.08,SW277 ,IT,IAOOEI09P45H026M,3088070000000069,JCB,0214,2005,
10051,Alfonso Frazier     ,3783 Freed Drive,,,Albuquerque,NM,US,87109,0000,Alfonso.K.Frazier@pookmail.com,973-546-4321,52.00,WE418 ,FR,176099202469636,370000069917864,American Express,0116,9492,
10052,James Shamblin      ,1092 East Avenue,,,Albury,NSW,AU,2640,0000,James.E.Shamblin@dodgeit.com,(08) 8703 1831,0.00,NW112 ,IT,CUADHO73A16C057S,370000052951151,American Express,0110,6953,
10053,Vanessa Carter      ,4192 Eagle Street,,,ALBY HILL,,UK,NR11 3FT,0000,Vanessa.P.Carter@pookmail.com,079 7295 4355,352.00,SW340 ,ES,2749520P,3088960000000079,JCB,0708,7766,
10054,Jackie Sears        ,1168 Elliot Avenue,,,Alcala de Xivert,,ES,12570,0000,Jackie.D.Sears@dodgeit.com,91-102-2589,6000.28,SW214 ,FR,162018210660151,370000056516257,American Express,1116,4957,
10055,Reda Fullilove      ,518 Crestview Terrace,,,Alcalali,,ES,03728,0000,Reda.J.Fullilove@dodgeit.com,91-102-2037,180.30,SE205 ,IT,WHQPWH25A09H876D,30000003415969,Diners Club,0115,6744,
10056,Violet Smith        ,3113 Harrison Street,,,Alcazar de San Juan,,ES,13600,0000,Violet.C.Smith@dodgeit.com,91-271-2795,505.00,SE208 ,CA,735076275,4111050000000128,VISA,0916,3244,
10057,Marjorie Betts      ,225 John Avenue,,,Aldaia,,ES,46960,0000,Marjorie.L.Betts@dodgeit.com,91-451-6668,5869.40,SC322 ,ES,0030765Z,3088000021720320,JCB,1115,7463,
10059,Cecil Games         ,3747 Abner Road,,,Aldearrubia,,ES,37340,0000,Cecil.A.Games@trashymail.com,91-103-1865,290.48,WE421 ,FR,210113100967931,4111950000000145,VISA,1209,4531,
10060,Chad Locke          ,1110 Clarence Court,,,Aldersyde,WA,AU,6306,0000,Chad.S.Locke@dodgeit.com,(08) 9035 3932,1782.03,RP385 ,FR,189074528339950,3088020000000080,JCB,0810,1367,
10061,Terrell Meyers      ,4829 Oakway Lane,,,Alexandra,QLD,AU,4740,0000,Terrell.C.Meyers@dodgeit.com,(07) 4034 4446,904.86,SC391 ,CA,565987856,3088450000000097,JCB,0915,8017,
10062,Clifford Pardo      ,4540 Godfrey Street,,,Alexandria,VA,US,22306,0000,Clifford.D.Pardo@dodgeit.com,484-483-6787,5869.40,NC232 ,ES,2880854N,3088200000000104,JCB,0114,1135,
10392,Maggie Moore        ,2357 Oak Way,,,Boston,MA,US,02215,0000,Maggie.B.Moore@spambob.com,231-709-5716,492.00,NE172 ,IT,CDYTBZ97R21G330B,4111110185113730,VISA,1009,2370,
10063,Edward Turner       ,3179 Stratford Drive,,,Alexandria,LA,US,71301,0000,Edward.C.Turner@mailinator.com,313-244-7595,5000.90,WE154 ,FR,754107906215104,30000004825984,Diners Club,0913,8236,
10064,Karin Gibson        ,4275 Mount Olive Road,,,Alexandria,LA,US,71301,0000,Karin.D.Gibson@dodgeit.com,262-674-0320,90.30,RP319 ,U.S.,022868223,3088000604137900,JCB,1114,9359,
10065,Charlene Delacruz   ,1248 Goosetown Drive,,,Alfianello,BS,IT,25020,0000,Charlene.D.Delacruz@spambob.com,0325 4868735,152.00,SE208 ,UK,OB344475,3088540000000111,JCB,0708,8896,
10066,Brandon Bourland    ,343 Margaret Street,,,Alfiano Natta,AL,IT,15021,0000,Brandon.S.Bourland@spambob.com,0364 7198786,0.00,RP385 ,CA,174669168,4111870000000152,VISA,0213,9952,
10069,Roy Murillo         ,3426 West Fork Drive,,,Alhambra,CA,US,91801,0000,Roy.L.Murillo@pookmail.com,617-968-5053,2550.00,SE139 ,U.S.,022868393,30000002426595,Diners Club,0610,2885,
10070,Cheryl Hayes        ,4802 Bungalow Road,,,Alhambra,CA,US,91801,0000,Cheryl.T.Hayes@spambob.com,401-667-1274,298.83,SE139 ,ES,4505761S,30000003796186,Diners Club,0714,5283,
10072,Shirley Herring     ,1829 Wilkinson Court,,,Aliso Viejo,CA,US,92656,0000,Shirley.C.Herring@spambob.com,775-218-1919,52.00,SW343 ,FR,796058700657372,370000020581411,American Express,0311,538,
10073,Arturo Sanders      ,2708 Stewart Street,,,ALL STRETTON,,UK,SY6 7XJ,0000,Arturo.B.Sanders@pookmail.com,070 0871 6540,304.00,WE415 ,UK,RP039210B,6011640000000072,Discover,0608,6391,
10074,Barbara White       ,932 Lords Way,,,Allen,TX,US,75002,0000,Barbara.J.White@spambob.com,908-537-1379,1820.08,NC166 ,FR,732085304591246,6011070000000080,Discover,0710,1745,
10075,Rafael Middleton    ,3020 Callison Lane,,,Allentown,MD,US,20222,0000,Rafael.G.Middleton@spambob.com,781-315-9600,352.00,SC262 ,U.S.,530990002,3088930000000130,JCB,0314,801,
10077,Dawn Joiner         ,622 Star Trek Drive,,,Allentown,PA,US,18109,0000,Dawn.R.Joiner@dodgeit.com,601-449-2513,5231.00,SW343 ,IT,BUEUAX43R69E026M,6011920000000094,Discover,0315,4634,
10078,Betsy Spear         ,586 Public Works Drive,,,ALLTNACAILLICH,,UK,IV27 5BW,0000,Betsy.P.Spear@mailinator.com,079 0580 9480,904.86,NE373 ,ES,6721836V,30000003237108,Diners Club,0109,6780,
10079,Earl Bruner         ,3155 Single Street,,,Alma,QC,CA,G8B 2W5,0000,Earl.M.Bruner@pookmail.com,613-353-4540,1782.03,NE172 ,ES,5873675G,370000060919414,American Express,1008,5261,
10408,Denise Fowler       ,4092 Heron Way,,,Bovenden,,DE,37120,0000,Denise.A.Fowler@spambob.com,01805 98 84 96,0.00,NE367 ,IT,UOIWVW88P54H229A,30000000906705,Diners Club,0115,6534,
10080,Christopher Sullivan,2457 Poplar Street,,,Alma,MI,US,48801,0000,Christopher.A.Sullivan@mailinator.com,812-216-8276,120.00,RP121 ,IT,QWZQSX18L13F793E,370000032303127,American Express,1212,2012,
10081,Ruby Cohen          ,4069 Elk Creek Road,,,Almenara,,ES,12590,0000,Ruby.J.Cohen@trashymail.com,91-102-6541,2550.00,NW115 ,FR,298091122291775,4111510000000170,VISA,0616,7932,
10082,Mary Brown          ,4858 Quincy Street,,,Alpena,MI,US,49707,0000,Mary.F.Brown@pookmail.com,408-516-9176,298.83,NC424 ,UK,LP032523C,370000063124814,American Express,0215,8136,
10083,Linda Garcia        ,2306 Thrash Trail,,,Alpo,VR,IT,37060,0000,Linda.J.Garcia@mailinator.com,0317 2702530,0.00,SE268 ,U.S.,022868164,3088380000000146,JCB,0409,1133,
10084,Derek Williams      ,3179 Rosebud Avenue,,,Altamonte Springs,FL,US,32701,0000,Derek.B.Williams@spambob.com,785-443-0378,5231.00,SE337 ,IT,FKZUUO92S62I861T,6011390000000108,Discover,0715,6847,
10395,Matt Wade           ,1714 Sarah Drive,,,Boston,MA,US,02215,0000,Matt.J.Wade@spambob.com,815-957-7005,853.30,SE205 ,U.S.,021880004,4111510000000188,VISA,0812,4355,
10085,Robin Marcello      ,1186 Maple Street,,,Altamura,BA,IT,70022,0000,Robin.J.Marcello@spambob.com,0337 4834830,904.86,WE286 ,FR,840114711984388,6011110000000118,Discover,0411,4021,
10087,Derek Severson      ,312 Dola Mine Road,,,Altoona,PA,US,16601,0000,Derek.I.Severson@dodgeit.com,920-835-5061,492.00,SW277 ,CA,382260305,3088000339461500,JCB,0310,23,
10088,Daniel Mills        ,1644 Retreat Avenue,,,Alva,QLD,AU,4807,0000,Daniel.D.Mills@trashymail.com,(07) 4083 0283,853.30,NC232 ,IT,AIEFOO64H53F251H,30000006221869,Diners Club,0408,7932,
10089,James Hall          ,3513 Hidden Meadow Drive,,,Alvito,FR,IT,03041,0000,James.B.Hall@dodgeit.com,0372 5956722,568.30,RP385 ,IT,MTQIUI22A51H941Q,4111880000000193,VISA,1009,6814,
10091,Quinn Perry         ,749 C Street,,,Amarillo,TX,US,79109,0000,Quinn.S.Perry@spambob.com,603-366-3347,6000.28,SC322 ,IT,FHGPMO74D11L254L,370000053903789,American Express,0317,2365,
10092,Joe Gilbert         ,488 Bartlett Avenue,,,Amiens,,FR,80080,0000,Joe.L.Gilbert@trashymail.com,02.39.20.00.36,18735.70,NC364 ,IT,LGVXPL02S61C046W,30000005326032,Diners Club,0816,8397,
10093,Mark Smith          ,3735 Pineview Drive,,,Amiens,,FR,80090,0000,Mark.L.Smith@spambob.com,01.69.56.81.52,904.86,NC292 ,FR,222116424706478,6011380000000133,Discover,0916,5785,
10094,William Thompson    ,567 Strother Street,,,Amiens,,FR,80090,0000,William.P.Thompson@mailinator.com,05.65.81.29.99,492.00,SE397 ,IT,DTLGEE56D53A849B,4111370000000203,VISA,0711,1709,
10095,Kristin Mendoza     ,2909 Frank Avenue,,,Anaheim,CA,US,92805,0000,Kristin.T.Mendoza@spambob.com,865-685-8215,486.00,WE154 ,FR,700083710647175,30000001860398,Diners Club,0912,4236,
10357,Lori Dunmire        ,4944 Lauren Drive,,,Boambee,NSW,AU,2450,0000,Lori.W.Dunmire@pookmail.com,(03) 5378 3379,0.00,NE304 ,CA,278262209,6011050000000140,Discover,0914,3912,
10096,Jennifer Fabian     ,1870 Settlers Lane,,,Anaheim,CA,US,92804,0000,Jennifer.D.Fabian@mailinator.com,715-569-3996,486.00,SC127 ,UK,WL862356D,370000010404988,American Express,0515,8124,
10097,Isaac Crawford      ,248 Crummit Lane,,,Anaheim,CA,US,92805,0000,Isaac.R.Crawford@mailinator.com,770-892-0740,853.30,WE286 ,FR,103027158162341,30000000311831,Diners Club,0809,2326,
10098,Mimi Green          ,68 Bird Street,,,Anchorage,AK,US,99501,0000,Mimi.J.Green@dodgeit.com,917-376-1635,120.00,WE286 ,IT,HMQEAX88D11F249D,30000003827825,Diners Club,0414,5678,
10099,Michael Gordon      ,388 Kelly Drive,,,Ancona,AN,IT,60123,0000,Michael.S.Gordon@dodgeit.com,0373 6095994,673.00,RP385 ,U.S.,316290001,30000000155444,Diners Club,0611,8785,
10100,Mariana Johnson     ,4973 Poplar Street,,,Ancona,AN,IT,60126,0000,Mariana.L.Johnson@dodgeit.com,0319 3258840,863.90,RP319 ,UK,LH657308,3088230000000150,JCB,1212,3598,
10101,Suzanne Huynh       ,2885 Jacobs Street,,,Andonno,CN,IT,12010,0000,Suzanne.M.Huynh@trashymail.com,0377 2351940,9095.04,SC256 ,CA,084161009,370000005113479,American Express,0910,4199,
10102,Evelyn Neal         ,2083 Fidler Drive,,,Andria,BA,IT,70031,0000,Evelyn.R.Neal@mailinator.com,0358 3009693,904.86,SE208 ,UK,YX199745A,3088910000000165,JCB,0616,3964,
10103,Phyllis White       ,4738 Jerry Dove Drive,,,Angas Plains,SA,AU,5255,0000,Phyllis.J.White@pookmail.com,(02) 4024 5353,90.30,WE151 ,IT,HCNFEA86A41E274E,370000027966524,American Express,0316,6360,
10104,Mary Cruz           ,4517 Mulberry Avenue,,,Angers,,FR,49100,0000,Mary.T.Cruz@pookmail.com,04.47.21.70.31,0.00,SW343 ,ES,2591674B,370000006253142,American Express,1217,8815,
10105,Ronald May          ,2900 Rinehart Road,,,Angie,LA,US,70426,0000,Ronald.L.May@pookmail.com,603-547-3670,18735.70,SC322 ,U.S.,541710001,3088870000000179,JCB,0410,7851,
10106,Cheri Schmidt       ,3356 Locust View Drive,,,Angliers,QC,CA,J0Z 1A0,0000,Cheri.M.Schmidt@trashymail.com,403-504-3757,304.00,NC169 ,ES,5918358K,370000035249376,American Express,0514,1239,
10107,Katherine Mullins   ,4245 Adamsville Road,,,Angwin,CA,US,94508,0000,Katherine.W.Mullins@spambob.com,503-688-0336,6000.28,NC424 ,ES,X6490143A,30000005065135,Diners Club,0112,1656,
10108,Norma Golden        ,2583 Edgewood Avenue,,,Ann Arbor,MI,US,48108,0000,Norma.R.Golden@trashymail.com,214-271-9448,52.00,NE307 ,CA,319105946,30000004241877,Diners Club,0313,1567,
10109,Kathryn Smith       ,714 Boring Lane,,,Anna,RC,IT,89063,0000,Kathryn.J.Smith@trashymail.com,0318 8997790,354.00,SE403 ,IT,HNZUEA64T70D679N,30000002924920,Diners Club,0813,494,
10110,Amos Garza          ,3189 Austin Avenue,,,Annapolis Junction,MD,US,20701,0000,Amos.J.Garza@trashymail.com,308-772-3361,352.00,NC166 ,IT,LAUHEI10R31A889Z,6011390000000157,Discover,0808,6865,
10111,Lisa Guest          ,4317 Lyon Avenue,,,Annone Veneto,VE,IT,30020,0000,Lisa.D.Guest@spambob.com,0312 0608733,0.00,NE235 ,ES,4204474M,30000004561134,Diners Club,0812,5733,
10112,Dale Fontanez       ,1909 Sugar Camp Road,,,Anoeta,,ES,20270,0000,Dale.B.Fontanez@trashymail.com,91-102-2265,180.30,NE373 ,ES,0791757M,6011880000000165,Discover,0609,3897,
10113,Anthony Ruddy       ,1397 Green Hill Road,,,Antibes,,FR,06600,0000,Anthony.K.Ruddy@mailinator.com,05.28.67.90.43,505.00,SE403 ,CA,689918175,30000006507507,Diners Club,0810,7438,
10114,Kevin Peterson      ,542 Freed Drive,,,Antigua,,ES,35630,0000,Kevin.C.Peterson@spambob.com,91-103-1883,5869.40,SW148 ,CA,259421543,3088110000000188,JCB,0909,1475,
10115,Scott Lawson        ,3105 Spadafore Drive,,,Antioch,WI,US,60002,0000,Scott.M.Lawson@spambob.com,201-799-5873,6101.00,SE133 ,CA,518957246,3088000235904140,JCB,0616,5622,
10116,Daniel Polk         ,1483 Elkview Drive,,,Antioch,IL,US,60002,0000,Daniel.S.Polk@mailinator.com,702-871-0184,290.48,NC232 ,IT,ZGNOXX30H59A588T,6011390000000173,Discover,0712,4980,
10117,Linda Vest          ,67 Tenmile,,,Anton,TX,US,79313,0000,Linda.M.Vest@dodgeit.com,412-723-9829,1782.03,WE355 ,ES,4791906V,30000003284167,Diners Club,0215,1837,
10118,John Tash           ,3295 Marie Street,,,Apfeltrach,,DE,87742,0000,John.A.Tash@mailinator.com,06782 86 60 35,904.86,NC298 ,UK,AR915474B,3088070000000192,JCB,1008,7766,
10119,Robert Bilbo        ,2553 Clousson Road,,,Appiano Gentile,CO,IT,22070,0000,Robert.L.Bilbo@dodgeit.com,0390 9449254,5000.90,SC196 ,IT,QIEZKO91C65L851P,3088000597282580,JCB,0917,5678,
10120,Joan Tsosie         ,1104 New Street,,,Appleton,WI,US,54913,0000,Joan.J.Tsosie@mailinator.com,512-769-8367,3780.51,WE157 ,IT,OIXJQL22R18Z212L,6011850000000184,Discover,0915,769,
10121,Nathan Heffron      ,3865 Woodside Circle,,,Appleton,WI,US,54913,0000,Nathan.M.Heffron@spambob.com,708-833-6263,152.00,WE352 ,IT,PKZKBM63H67F731L,3088400000000209,JCB,0413,3244,
10122,Debbie Lombardi     ,4042 Cessna Drive,,,Appleton,WI,US,54911,0000,Debbie.M.Lombardi@dodgeit.com,917-721-2525,0.00,SE397 ,FR,725033837650221,6011650000000196,Discover,1212,7477,
10123,Ahmed Richard       ,1346 Carter Street,,,Appleton,WI,US,54911,0000,Ahmed.P.Richard@mailinator.com,510-517-7759,5320.86,SW214 ,U.S.,229990001,3088140000000219,JCB,0112,24,
10124,Eva Simmons         ,2424 University Drive,,,Apslawn,TAS,AU,7190,0000,Eva.D.Simmons@dodgeit.com,(02) 4902 1154,5869.40,NC295 ,IT,DQQMFM02T29L910K,30000001404957,Diners Club,0712,977,
10125,Ralph Napier        ,4255 Capitol Avenue,,,Araluen,NSW,AU,2622,0000,Ralph.J.Napier@mailinator.com,(03) 5301 1491,2550.00,NC100 ,ES,1930327Y,4111600000000211,VISA,0717,5090,
10126,Theresa Anderson    ,789 Dale Avenue,,,Arapahoe,NE,US,68922,0000,Theresa.R.Anderson@trashymail.com,313-658-7511,298.83,SE205 ,IT,WHBOXX40R04A812M,3088900000000224,JCB,1012,6703,
10127,Ray Hornsby         ,555 Davis Avenue,,,Archez,,ES,29753,0000,Ray.M.Hornsby@pookmail.com,91-271-2747,90.30,SC388 ,IT,TMWEAA77M18B017F,4111100000000220,VISA,0208,6086,
10128,Curtis Moon         ,3848 Oakway Lane,,,Arcidosso,GR,IT,58031,0000,Curtis.S.Moon@pookmail.com,0360 5734559,5231.00,SC193 ,IT,CIUEUO98L44G601A,30000001180169,Diners Club,1117,2405,
10129,Michael Hayashi     ,2087 May Street,,,ARDNAGRASK,,UK,IV4 6TE,0000,Michael.J.Hayashi@dodgeit.com,079 5028 3761,904.86,NE367 ,U.S.,023867959,30000002842783,Diners Club,0917,5705,
10130,Steve Miller        ,2284 Dogwood Lane,,,Argentera,CN,IT,12010,0000,Steve.C.Miller@dodgeit.com,0370 8513525,505.00,SC322 ,FR,139040839642238,370000061085348,American Express,0810,3310,
10131,Jason Glass         ,289 Bassell Avenue,,,Argenton,NSW,AU,2284,0000,Jason.M.Glass@spambob.com,(07) 4090 2386,52.00,RP121 ,IT,HCNMPL50M67G315Q,30000004733675,Diners Club,1016,4539,
10132,Kristin Gable       ,3555 O Conner Street,,,Argusto,CZ,IT,88060,0000,Kristin.J.Gable@pookmail.com,0321 5770042,6000.28,SC259 ,CA,590767737,6011310000000205,Discover,1116,1351,
10133,Jerome Burley       ,1240 Marshville Road,,,Arielli,CH,IT,66030,0000,Jerome.D.Burley@dodgeit.com,0314 9940623,304.00,NE238 ,U.S.,230990006,3088320000000233,JCB,0611,1700,
10134,Nathan Ouellette    ,2656 Hewes Avenue,,,Aringo,AQ,IT,67010,0000,Nathan.E.Ouellette@trashymail.com,0384 4011672,5000.90,NW382 ,CA,249665308,4111580000000231,VISA,0316,6681,
10067,Amy Randle          ,4316 Nickel Road,,,Algaida,,ES,07210,0000,Amy.M.Randle@mailinator.com,91-271-2733,5320.86,NC292 ,U.S.,515250001,4111130000000169,VISA,1012,1600,
10068,James Stevens       ,1735 Bailey Drive,,,Algona,IA,US,50511,0000,James.A.Stevens@spambob.com,937-442-8346,505.00,NE238 ,IT,PCXXJA75E31F765T,3088260000000124,JCB,0611,5475,
10136,Rose Hayden         ,815 Parrill Court,,,Arlington,TN,US,38002,0000,Rose.C.Hayden@trashymail.com,256-309-1415,6000.28,SE337 ,IT,QMJRCC78D17B839B,30000004425538,Diners Club,0310,5139,
